# Reading C:/questasim64_10.4c/tcl/vsim/pref.tcl
# //  Questa Sim-64
# //  Version 10.4c win64 Jul 20 2015
# //
# //  Copyright 1991-2015 Mentor Graphics Corporation
# //  All Rights Reserved.
# //
# //  THIS WORK CONTAINS TRADE SECRET AND PROPRIETARY INFORMATION
# //  WHICH IS THE PROPERTY OF MENTOR GRAPHICS CORPORATION OR ITS
# //  LICENSORS AND IS SUBJECT TO LICENSE TERMS.
# //  THIS DOCUMENT CONTAINS TRADE SECRETS AND COMMERCIAL OR FINANCIAL
# //  INFORMATION THAT ARE PRIVILEGED, CONFIDENTIAL, AND EXEMPT FROM
# //  DISCLOSURE UNDER THE FREEDOM OF INFORMATION ACT, 5 U.S.C. SECTION 552.
# //  FURTHERMORE, THIS INFORMATION IS PROHIBITED FROM DISCLOSURE UNDER
# //  THE TRADE SECRETS ACT, 18 U.S.C. SECTION 1905.
# //
project open C:/Users/dpl19/OneDrive/Desktop/EE552/NOC/NOC
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   2) @            444000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  24) @            446000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  24) @            446000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                   2) @            450000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                   2) @            450000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @            450000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                   2) @            454000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                   2) @            454000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  12) @            454000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   6) @            456000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   2) @            458000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  14) @            458000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                  10) @            460000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @            462000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                  14) @            464000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @            466000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   2) @            470000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  14) @            470000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  14) @            470000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                   6) @            470000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   2) @            472000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  14) @            474000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  14) @            474000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   4) @            474000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   6) @            476000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @            478000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                   6) @            482000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                   6) @            482000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  10) @            482000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   2) @            484000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                   6) @            486000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                   6) @            486000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  10) @            486000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   6) @            488000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   6) @            490000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @            490000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                  10) @            492000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @            494000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   2) @            498000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  10) @            498000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  10) @            498000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                   6) @            498000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   2) @            500000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  10) @            502000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  10) @            502000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   4) @            502000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   6) @            504000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @            506000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  10) @            510000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   2) @            512000000
### complete_pe_tb.pe_i.psum_in.Send Stalled(                  85) @            512000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  10) @            514000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   6) @            516000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @            518000000
### complete_pe_tb.pe_i.acc_clear.Receive Stalled(                   2) @            522000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @            522000000
### complete_pe_tb.pe_i.psum_out.Receive Stalled(                  84) @            526000000
# Sending psum
# iff type = 0
# psum_out =             3
# source =  2
# dest = 13
# x_dir = 1
# y_dir = 1
# x_hop = 1
# y_hop = 1
# 
# packet = 000010110110011010000000000000000000000000000000000000011
# 
### complete_pe_tb.intf[1].Receive Stalled(                  86) @            527000000
# --------Finished recieving in module complete_pe_tb.db. Simulation time =           527000000. Final result =  6417849371328515.
# Execution cycle=          5, Cycle Time=         86, 
# 
#     Average CycleTime=105.400000, Average Throughput=0.009488
# data_bucket starts complete_pe_tb.db                  527
# Start recieving in module complete_pe_tb.db. Simulation time =           527000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   4) @            528000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  24) @            528000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  24) @            528000000
### complete_pe_tb.pe_i.intf[3].Send Stalled(                   2) @            528000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   2) @            530000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  24) @            532000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  24) @            532000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                   2) @            536000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                   2) @            536000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @            536000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                   2) @            540000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                   2) @            540000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  12) @            540000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   6) @            542000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   2) @            544000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  14) @            544000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                  10) @            546000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @            548000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                  14) @            550000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @            552000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   2) @            556000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  14) @            556000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  14) @            556000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                   6) @            556000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   2) @            558000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  14) @            560000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  14) @            560000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   4) @            560000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   6) @            562000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @            564000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                   6) @            568000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                   6) @            568000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  10) @            568000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   2) @            570000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                   6) @            572000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                   6) @            572000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  10) @            572000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   6) @            574000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   6) @            576000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @            576000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                  10) @            578000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @            580000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   2) @            584000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  10) @            584000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  10) @            584000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                   6) @            584000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   2) @            586000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  10) @            588000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  10) @            588000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   4) @            588000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   6) @            590000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @            592000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  10) @            596000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   2) @            598000000
### complete_pe_tb.pe_i.psum_in.Send Stalled(                  85) @            598000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  10) @            600000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   6) @            602000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @            604000000
### complete_pe_tb.pe_i.acc_clear.Receive Stalled(                   2) @            608000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @            608000000
### complete_pe_tb.pe_i.psum_out.Receive Stalled(                  84) @            612000000
# Sending psum
# iff type = 0
# psum_out =             1
# source =  2
# dest = 13
# x_dir = 1
# y_dir = 1
# x_hop = 1
# y_hop = 1
# 
# packet = 000010110110011010000000000000000000000000000000000000001
# 
### complete_pe_tb.intf[1].Receive Stalled(                  86) @            613000000
# --------Finished recieving in module complete_pe_tb.db. Simulation time =           613000000. Final result =  6417849371328513.
# Execution cycle=          6, Cycle Time=         86, 
# 
#     Average CycleTime=102.166667, Average Throughput=0.009788
# data_bucket starts complete_pe_tb.db                  613
# Start recieving in module complete_pe_tb.db. Simulation time =           613000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   4) @            614000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  24) @            614000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  24) @            614000000
### complete_pe_tb.pe_i.intf[3].Send Stalled(                   2) @            614000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   2) @            616000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  24) @            618000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  24) @            618000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                   2) @            622000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                   2) @            622000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @            622000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                   2) @            626000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                   2) @            626000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  12) @            626000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   6) @            628000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   2) @            630000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  14) @            630000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                  10) @            632000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @            634000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                  14) @            636000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @            638000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   2) @            642000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  14) @            642000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  14) @            642000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                   6) @            642000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   2) @            644000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  14) @            646000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  14) @            646000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   4) @            646000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   6) @            648000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @            650000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                   6) @            654000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                   6) @            654000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  10) @            654000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   2) @            656000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                   6) @            658000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                   6) @            658000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  10) @            658000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   6) @            660000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   6) @            662000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @            662000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                  10) @            664000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @            666000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   2) @            670000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  10) @            670000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  10) @            670000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                   6) @            670000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   2) @            672000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  10) @            674000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  10) @            674000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   4) @            674000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   6) @            676000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @            678000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  10) @            682000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   2) @            684000000
### complete_pe_tb.pe_i.psum_in.Send Stalled(                  85) @            684000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  10) @            686000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   6) @            688000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @            690000000
### complete_pe_tb.pe_i.acc_clear.Receive Stalled(                   2) @            694000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @            694000000
### complete_pe_tb.pe_i.psum_out.Receive Stalled(                  84) @            698000000
# Sending psum
# iff type = 0
# psum_out =             0
# source =  2
# dest = 13
# x_dir = 1
# y_dir = 1
# x_hop = 1
# y_hop = 1
# 
# packet = 000010110110011010000000000000000000000000000000000000000
# 
### complete_pe_tb.intf[1].Receive Stalled(                  86) @            699000000
# --------Finished recieving in module complete_pe_tb.db. Simulation time =           699000000. Final result =  6417849371328512.
# Execution cycle=          7, Cycle Time=         86, 
# 
#     Average CycleTime=99.857143, Average Throughput=0.010014
# data_bucket starts complete_pe_tb.db                  699
# Start recieving in module complete_pe_tb.db. Simulation time =           699000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   4) @            700000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  24) @            700000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  24) @            700000000
### complete_pe_tb.pe_i.intf[3].Send Stalled(                   2) @            700000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   2) @            702000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  24) @            704000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  24) @            704000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                   2) @            708000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                   2) @            708000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @            708000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                   2) @            712000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                   2) @            712000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  12) @            712000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   6) @            714000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   2) @            716000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  14) @            716000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                  10) @            718000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @            720000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                  14) @            722000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @            724000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   2) @            728000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  14) @            728000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  14) @            728000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                   6) @            728000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   2) @            730000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  14) @            732000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  14) @            732000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   4) @            732000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   6) @            734000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @            736000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                   6) @            740000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                   6) @            740000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  10) @            740000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   2) @            742000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                   6) @            744000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                   6) @            744000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  10) @            744000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   6) @            746000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   6) @            748000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @            748000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                  10) @            750000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @            752000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   2) @            756000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  10) @            756000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  10) @            756000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                   6) @            756000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   2) @            758000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  10) @            760000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  10) @            760000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   4) @            760000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   6) @            762000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @            764000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  10) @            768000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   2) @            770000000
### complete_pe_tb.pe_i.psum_in.Send Stalled(                  85) @            770000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  10) @            772000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   6) @            774000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @            776000000
### complete_pe_tb.pe_i.acc_clear.Receive Stalled(                   2) @            780000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @            780000000
### complete_pe_tb.pe_i.psum_out.Receive Stalled(                  84) @            784000000
# Sending psum
# iff type = 0
# psum_out =             0
# source =  2
# dest = 13
# x_dir = 1
# y_dir = 1
# x_hop = 1
# y_hop = 1
# 
# packet = 000010110110011010000000000000000000000000000000000000000
# 
### complete_pe_tb.intf[1].Receive Stalled(                  86) @            785000000
# --------Finished recieving in module complete_pe_tb.db. Simulation time =           785000000. Final result =  6417849371328512.
# Execution cycle=          8, Cycle Time=         86, 
# 
#     Average CycleTime=98.125000, Average Throughput=0.010191
# data_bucket starts complete_pe_tb.db                  785
# Start recieving in module complete_pe_tb.db. Simulation time =           785000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   4) @            786000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  24) @            786000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  24) @            786000000
### complete_pe_tb.pe_i.intf[3].Send Stalled(                   2) @            786000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   2) @            788000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  24) @            790000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  24) @            790000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                   2) @            794000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                   2) @            794000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @            794000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                   2) @            798000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                   2) @            798000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  12) @            798000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   6) @            800000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   2) @            802000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  14) @            802000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                  10) @            804000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @            806000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                  14) @            808000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @            810000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   2) @            814000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  14) @            814000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  14) @            814000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                   6) @            814000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   2) @            816000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  14) @            818000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  14) @            818000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   4) @            818000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   6) @            820000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @            822000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                   6) @            826000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                   6) @            826000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  10) @            826000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   2) @            828000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                   6) @            830000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                   6) @            830000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  10) @            830000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   6) @            832000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   6) @            834000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @            834000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                  10) @            836000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @            838000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   2) @            842000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  10) @            842000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  10) @            842000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                   6) @            842000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   2) @            844000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  10) @            846000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  10) @            846000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   4) @            846000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   6) @            848000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @            850000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                  10) @            854000000
### complete_pe_tb.pe_i.add_sel.Send Stalled(                   2) @            856000000
### complete_pe_tb.pe_i.psum_in.Send Stalled(                  85) @            856000000
### complete_pe_tb.pe_i.intf[2].Receive Stalled(                  10) @            858000000
### complete_pe_tb.pe_i.split_sel.Send Stalled(                   6) @            860000000
### complete_pe_tb.pe_i.intf[3].Receive Stalled(                   6) @            862000000
### complete_pe_tb.pe_i.acc_clear.Receive Stalled(                   2) @            866000000
### complete_pe_tb.pe_i.intf[1].Receive Stalled(                   6) @            866000000
### complete_pe_tb.pe_i.psum_out.Receive Stalled(                  84) @            870000000
# Sending psum
# iff type = 0
# psum_out =             0
# source =  2
# dest = 13
# x_dir = 1
# y_dir = 1
# x_hop = 1
# y_hop = 1
# 
# packet = 000010110110011010000000000000000000000000000000000000000
# 
### complete_pe_tb.intf[1].Receive Stalled(                  86) @            871000000
# --------Finished recieving in module complete_pe_tb.db. Simulation time =           871000000. Final result =  6417849371328512.
# Execution cycle=          9, Cycle Time=         86, 
# 
#     Average CycleTime=96.777778, Average Throughput=0.010333
# data_bucket starts complete_pe_tb.db                  871
# Start recieving in module complete_pe_tb.db. Simulation time =           871000000
### complete_pe_tb.pe_i.add_sel.Receive Stalled(                   4) @            872000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                  24) @            872000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                  24) @            872000000
### complete_pe_tb.pe_i.intf[3].Send Stalled(                   2) @            872000000
### complete_pe_tb.pe_i.acc_clear.Send Stalled(                   2) @            874000000
### complete_pe_tb.pe_i.filter_out.Receive Stalled(                  24) @            876000000
### complete_pe_tb.pe_i.ifmap_out.Receive Stalled(                  24) @            876000000
### complete_pe_tb.pe_i.filter_out_addr.Receive Stalled(                   2) @            880000000
### complete_pe_tb.pe_i.ifmap_out_addr.Receive Stalled(                   2) @            880000000
### complete_pe_tb.pe_i.intf[0].Receive Stalled(                   8) @            880000000
